Overriding configuration attach_ip=0.0.0.0 with cmd line 130.161.159.244
pull_req_id,project_name,lang,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
464338,MrMasochism/Pixelmon,java,476,1352498317,1352498468,1352498468,2,2,1,2,0,9,29,70153,117,0,86,0.0,0.0,0.0,17,Jaryt23,20,0.65,0,false,false
461423,MrMasochism/Pixelmon,java,470,1352435223,1352439520,1352439520,71,71,1,1,0,5,29,70165,151,0,33,0.0,0.0,0.0,17,Jaryt23,19,0.631578947368421,0,false,false
459599,MrMasochism/Pixelmon,java,463,1352401266,1352433987,1352433987,545,545,1,8,0,6,29,67818,2415,0,108,0.0,0.0,0.0,17,GodOfWar526,58,0.9310344827586207,0,false,false
646682,MrMasochism/Pixelmon,java,439,1352197941,1352223287,1352223287,422,422,1,17,0,8,29,67390,841,0,57,0.0,0.0,0.0,17,Hiroku,18,0.7222222222222222,0,false,true
646685,MrMasochism/Pixelmon,java,438,1352192577,,1352197808,87,,1,17,0,8,29,67390,841,0,57,0.0,0.0,0.0,17,Hiroku,17,0.7647058823529411,0,false,true
646745,MrMasochism/Pixelmon,java,437,1352186353,1352223302,1352223302,615,615,1,1,0,2,29,67390,79,0,5,0.0,0.0,0.0,17,Jaryt23,18,0.6111111111111112,0,false,false
463040,MrMasochism/Pixelmon,java,435,1352146555,,1352350900,3405,,1,15,1,8,30,67380,638,0,51,0.0,0.0,0.0,17,Yaseen121,2,0.5,0,false,false
464738,MrMasochism/Pixelmon,java,432,1352132916,,1352510529,6293,,1,3,0,4,30,67332,187,0,0,0.0,0.0,0.0,17,patteje479,0,0,0,false,false
646747,MrMasochism/Pixelmon,java,429,1352063667,1352086462,1352086462,379,379,1,1,0,25,30,67116,326,0,205,0.0,0.0,0.0,17,Jaryt23,17,0.5882352941176471,0,false,false
646749,MrMasochism/Pixelmon,java,419,1351993609,1351994465,1351994465,14,14,1,1,0,8,29,66803,4044,0,8,0.0,0.0,0.0,17,Jaryt23,16,0.5625,0,false,false
646689,MrMasochism/Pixelmon,java,418,1351882458,1351957865,1351957865,1256,1256,1,5,0,5,28,66579,967,0,40,0.0,0.0,0.0,17,GodOfWar526,57,0.9298245614035088,0,false,false
646690,MrMasochism/Pixelmon,java,417,1351879259,1351879283,1351879283,0,0,1,3,0,6,28,65831,730,0,78,0.0,0.0,0.0,17,GodOfWar526,56,0.9285714285714286,0,false,false
646691,MrMasochism/Pixelmon,java,409,1351821949,1351823954,1351823954,33,33,1,1,0,12,28,64278,1992,0,78,0.0,0.0,0.0,17,GodOfWar526,55,0.9272727272727272,0,false,false
646753,MrMasochism/Pixelmon,java,404,1351769928,1351789493,1351789493,326,326,1,5,0,9,28,64092,218,0,38,0.0,0.0,0.0,17,Yaseen121,1,0.0,0,false,false
646754,MrMasochism/Pixelmon,java,400,1351619470,,1351654351,581,,1,3,0,2,29,64565,120,0,0,0.0,0.0,0.0,17,Jaryt23,15,0.6,0,false,false
646755,MrMasochism/Pixelmon,java,398,1351578556,,1351618071,658,,1,2,0,1,29,64535,28,0,0,0.0,0.0,0.0,17,Jaryt23,14,0.6428571428571429,0,false,false
646756,MrMasochism/Pixelmon,java,397,1351577859,1351577876,1351577876,0,0,1,1,0,1,29,64531,411,0,12,0.0,0.0,0.0,17,Jaryt23,13,0.6153846153846154,0,false,false
646757,MrMasochism/Pixelmon,java,396,1351576474,1351576513,1351576513,0,0,1,1,0,4,29,64056,787,0,14,0.0,0.0,0.0,17,Jaryt23,12,0.5833333333333334,0,false,false
646697,MrMasochism/Pixelmon,java,385,1351444351,1351445754,1351445754,23,23,1,4,0,5,29,61964,2421,0,60,0.0,0.0,0.0,17,GodOfWar526,54,0.9259259259259259,0,false,false
646758,MrMasochism/Pixelmon,java,384,1351152528,,1352350914,19913,,1,2,0,3,30,60514,34,0,0,0.0,0.0,0.0,17,Hiroku,16,0.8125,0,false,true
646759,MrMasochism/Pixelmon,java,383,1351139194,1351278242,1351278242,2317,2317,1,11,0,5,30,60745,5249,0,62,0.0,0.0,0.0,17,GodOfWar526,53,0.9245283018867925,0,false,false
646701,MrMasochism/Pixelmon,java,382,1351122720,1351278290,1351278290,2592,2592,1,2,0,4,30,60514,321,0,0,0.0,0.0,0.0,17,Grethen77,5,0.8,0,false,false
646760,MrMasochism/Pixelmon,java,381,1350720202,1350774172,1350774172,899,899,1,8,0,11,30,216773,230,0,70,0.0,0.0,0.0,17,Hiroku,15,0.8,0,false,true
646761,MrMasochism/Pixelmon,java,380,1350716411,,1352350916,27181,,1,2,0,12,29,216598,236,0,0,0.0,0.0,0.0,17,Jaryt23,11,0.6363636363636364,0,false,false
646762,MrMasochism/Pixelmon,java,379,1350694497,1350694588,1350694588,1,1,1,1,0,1,29,216594,7,0,4,0.0,0.0,0.0,17,Jaryt23,10,0.6,0,false,false
646763,MrMasochism/Pixelmon,java,378,1350690641,1350694311,1350694311,61,61,1,2,0,3,29,216588,29,0,68,0.0,0.0,0.0,17,Jaryt23,9,0.5555555555555556,0,false,false
646764,MrMasochism/Pixelmon,java,377,1350669250,1350669810,1350669810,9,9,1,1,0,1,29,216562,4,0,5,0.0,0.0,0.0,17,Jaryt23,8,0.5,0,false,false
646765,MrMasochism/Pixelmon,java,376,1350668391,1350668572,1350668572,3,3,1,1,0,1,29,216555,20,0,4,0.0,0.0,0.0,17,Jaryt23,7,0.42857142857142855,0,false,false
646766,MrMasochism/Pixelmon,java,374,1350493560,1350493626,1350493626,1,1,1,5,0,4,29,214928,279,0,48,0.0,0.0,0.0,17,Jaryt23,6,0.3333333333333333,0,false,false
646767,MrMasochism/Pixelmon,java,367,1350247987,1350493614,1350493614,4093,4093,1,14,0,5,28,214928,3207,0,68,0.0,0.0,0.0,17,GodOfWar526,52,0.9230769230769231,0,false,false
646710,MrMasochism/Pixelmon,java,362,1350100842,1350102643,1350102643,30,30,1,1,0,1,27,214693,10,0,0,0.0,0.0,0.0,17,meeees,23,1.0,2,false,false
646768,MrMasochism/Pixelmon,java,360,1350032265,,1350493617,7689,,1,3,1,5,27,211652,178,0,0,0.0,0.0,0.0,17,Hiroku,14,0.8571428571428571,0,false,true
646769,MrMasochism/Pixelmon,java,359,1349976328,1349976636,1349976636,5,5,1,1,0,8,27,211537,142,0,185,0.0,0.0,0.0,34,Jaryt23,5,0.2,0,false,false
646770,MrMasochism/Pixelmon,java,358,1349934254,1349974138,1349974138,664,664,1,4,0,39,27,211491,544,0,340,0.0,0.0,0.0,17,GodOfWar526,51,0.9215686274509803,0,false,false
646772,MrMasochism/Pixelmon,java,354,1349856207,1349889139,1349889139,548,548,1,3,0,4,27,211402,70,0,10,0.0,0.0,0.0,34,Hiroku,13,0.8461538461538461,0,false,true
646773,MrMasochism/Pixelmon,java,353,1349851723,1349854656,1349854656,48,48,1,2,0,16,27,211007,510,0,133,0.0,0.0,0.0,17,Jaryt23,4,0.0,0,false,false
646717,MrMasochism/Pixelmon,java,352,1349758542,1349759047,1349759047,8,8,1,1,0,1,26,210333,2,0,20,0.0,0.0,0.0,17,meeees,22,1.0,2,false,false
646774,MrMasochism/Pixelmon,java,350,1349724868,1349759057,1349759057,569,569,1,6,0,6,26,210333,699,0,57,0.0,0.0,0.0,34,GodOfWar526,50,0.92,0,false,false
646719,MrMasochism/Pixelmon,java,346,1349499367,1349502324,1349502324,49,49,1,2,0,2,27,210287,4,0,18,0.0,0.0,0.0,17,meeees,21,1.0,2,false,false
646720,MrMasochism/Pixelmon,java,345,1349490827,1349499246,1349499246,140,140,1,6,0,2,26,210287,16,0,7,0.0,0.0,0.0,17,meeees,20,1.0,2,false,false
646722,MrMasochism/Pixelmon,java,344,1349479557,1349481927,1349481927,39,39,1,5,0,7,26,210269,226,0,59,0.0,0.0,0.0,17,meeees,19,1.0,2,false,false
646777,MrMasochism/Pixelmon,java,343,1349331816,1349417220,1349417220,1423,1423,1,1,0,3,26,209159,942,0,26,0.0,0.0,0.0,17,GodOfWar526,49,0.9183673469387755,0,false,false
646779,MrMasochism/Pixelmon,java,342,1349318142,,1349447931,2163,,1,4,0,5,27,209107,306,0,0,0.0,0.0,0.0,17,Jaryt23,3,0.0,0,false,false
646726,MrMasochism/Pixelmon,java,341,1349317784,1349319710,1349319710,32,32,1,1,0,2,27,209107,111,0,26,0.0,0.0,0.0,17,meeees,18,1.0,2,false,false
646727,MrMasochism/Pixelmon,java,340,1349303245,1349315942,1349315942,211,211,1,2,0,2,27,209069,61,0,2,0.0,0.0,0.0,17,meeees,17,1.0,2,false,false
646783,MrMasochism/Pixelmon,java,339,1349300614,1349315965,1349315965,255,255,1,1,0,1,27,209069,6,0,4,0.0,0.0,0.0,34,garrettjones331,23,0.9565217391304348,0,false,false
646784,MrMasochism/Pixelmon,java,336,1349220875,1349220892,1349220892,0,0,1,2,0,2,27,208939,1224,0,3,0.0,0.0,0.0,17,GodOfWar526,48,0.9166666666666666,0,false,false
452598,MrMasochism/Pixelmon,java,334,1349185647,1349208421,1349208421,379,379,1,3,0,3,27,208915,30,0,10,0.0,0.0,0.0,17,garrettjones331,22,0.9545454545454546,0,false,false
451410,MrMasochism/Pixelmon,java,333,1349144261,1349155489,1349155489,187,187,1,14,0,9,27,208061,1176,0,93,0.0,0.0,0.0,17,GodOfWar526,47,0.9148936170212766,0,false,false
448409,MrMasochism/Pixelmon,java,329,1349033571,1349061951,1349061951,473,473,1,4,0,5,27,208005,306,0,0,0.0,0.0,0.0,17,Jaryt23,2,0.0,0,false,false
447618,MrMasochism/Pixelmon,java,325,1348991256,1349032313,1349032313,684,684,1,2,0,3,27,207999,298,0,0,0.0,0.0,0.0,17,Jaryt23,1,0.0,0,false,false
447546,MrMasochism/Pixelmon,java,323,1348986050,1348986430,1348986430,6,6,1,1,0,1,27,207927,5,0,35,0.0,0.0,0.0,17,meeees,16,1.0,2,false,false
447500,MrMasochism/Pixelmon,java,322,1348981691,1348987269,1348987269,92,92,1,3,0,4,27,207927,65,0,0,0.0,0.0,0.0,17,Jaryt23,0,0,0,false,false
447449,MrMasochism/Pixelmon,java,321,1348976434,1348976455,1348976455,0,0,1,1,0,1,27,207874,20,0,34,0.0,0.0,0.0,17,meeees,15,1.0,2,false,false
445198,MrMasochism/Pixelmon,java,319,1348850695,1348886210,1348886210,591,591,1,12,0,7,28,207387,78,0,49,0.0,0.0,0.0,17,garrettjones331,21,0.9523809523809523,0,false,false
443946,MrMasochism/Pixelmon,java,318,1348816698,1348817245,1348817245,9,9,1,2,0,1,28,207343,96,0,1,0.0,0.0,0.0,17,GodOfWar526,46,0.9130434782608695,0,false,false
443748,MrMasochism/Pixelmon,java,317,1348810594,1348816247,1348816247,94,94,1,3,0,2,28,207334,13,0,13,0.0,0.0,0.0,17,GodOfWar526,45,0.9111111111111111,0,false,false
443619,MrMasochism/Pixelmon,java,316,1348803768,1348803782,1348803782,0,0,1,1,0,3,28,207358,83,0,6,0.0,0.0,0.0,17,GodOfWar526,44,0.9090909090909091,0,false,false
443299,MrMasochism/Pixelmon,java,315,1348786655,1348798141,1348798141,191,191,1,9,0,15,29,206232,253,0,626,0.0,0.0,0.0,17,meeees,14,1.0,2,false,false
443151,MrMasochism/Pixelmon,java,314,1348780808,1348798154,1348798154,289,289,1,5,0,10,29,206232,1589,0,32,0.0,0.0,0.0,34,GodOfWar526,43,0.9069767441860465,0,false,false
440964,MrMasochism/Pixelmon,java,313,1348726977,1348731803,1348731803,80,80,1,6,0,2,29,206083,6,0,31,0.0,0.0,0.0,17,GodOfWar526,42,0.9047619047619048,0,false,false
440774,MrMasochism/Pixelmon,java,312,1348719113,1348719218,1348719218,1,1,1,1,0,1,29,205811,26,0,9,0.0,0.0,0.0,17,meeees,13,1.0,2,false,false
440699,MrMasochism/Pixelmon,java,311,1348714637,1348714658,1348714658,0,0,1,4,0,3,29,205751,5,0,6,0.0,0.0,0.0,17,meeees,12,1.0,2,false,false
440655,MrMasochism/Pixelmon,java,310,1348712341,1348714218,1348714218,31,31,1,1,0,2,29,205499,265,0,0,0.0,0.0,0.0,17,GodOfWar526,41,0.9024390243902439,0,false,false
438191,MrMasochism/Pixelmon,java,308,1348637666,1348638076,1348638076,6,6,1,3,0,4,29,204954,412,0,41,0.0,0.0,0.0,17,GodOfWar526,40,0.9,0,false,false
435310,MrMasochism/Pixelmon,java,307,1348546247,1348549506,1348549506,54,54,1,2,0,1,29,204858,146,0,1,0.0,0.0,0.0,17,GodOfWar526,39,0.8974358974358975,0,false,false
435294,MrMasochism/Pixelmon,java,306,1348545129,1348545167,1348545167,0,0,1,2,0,1,29,204737,130,0,0,0.0,0.0,0.0,17,GodOfWar526,38,0.8947368421052632,0,false,false
431239,MrMasochism/Pixelmon,java,305,1348385409,1348385871,1348385871,7,7,1,6,0,11,30,203598,894,0,2,0.0,0.0,0.0,17,GodOfWar526,37,0.8918918918918919,0,false,false
646807,MrMasochism/Pixelmon,java,291,1347949289,,1347949312,0,,1,1,0,1,30,203422,2,0,1,0.0,0.0,0.0,16,GodOfWar526,36,0.9166666666666666,0,false,false
646808,MrMasochism/Pixelmon,java,290,1347946935,1347946963,1347946963,0,0,1,2,0,4,30,203380,28,0,63,0.0,0.0,0.0,16,GodOfWar526,35,0.9142857142857143,0,false,false
646810,MrMasochism/Pixelmon,java,287,1347907333,1347938073,1347938073,512,512,1,7,0,8,30,202478,947,0,73,0.0,0.0,0.0,32,GodOfWar526,34,0.9117647058823529,0,false,false
407618,MrMasochism/Pixelmon,java,282,1347616655,1347671361,1347671361,911,911,1,1,0,5,30,202332,96,0,11,0.0,0.0,0.0,16,GitYami,0,0,0,false,false
407613,MrMasochism/Pixelmon,java,281,1347616560,1347671344,1347671345,913,913,1,1,0,2,30,202332,6,0,26,0.0,0.0,0.0,32,Hiroku,12,0.8333333333333334,0,false,true
404505,MrMasochism/Pixelmon,java,278,1347570969,1347671236,1347671236,1671,1671,1,2,0,1,30,202332,148,0,5,0.0,0.0,0.0,16,GodOfWar526,33,0.9090909090909091,0,false,false
404296,MrMasochism/Pixelmon,java,277,1347568889,1347671220,1347671220,1705,1705,1,4,0,3,30,202164,52,0,10,0.0,0.0,0.0,32,garrettjones331,20,0.95,0,false,false
394395,MrMasochism/Pixelmon,java,273,1347495133,1347509123,1347509123,233,233,1,4,0,5,31,201819,708,0,21,0.0,0.0,0.0,16,GodOfWar526,32,0.90625,0,false,false
366773,MrMasochism/Pixelmon,java,257,1347322198,1347331830,1347331830,160,160,1,5,0,4,31,203305,192,0,85,0.0,0.0,0.0,16,Rodel30,4,1.0,1,false,false
364070,MrMasochism/Pixelmon,java,236,1347221317,1347234785,1347234785,224,224,1,1,0,1,32,203240,2,0,3,0.0,0.0,0.0,32,Hiroku,11,0.8181818181818182,0,false,true
363127,MrMasochism/Pixelmon,java,227,1347164394,1347166207,1347166207,30,30,1,2,0,9,32,203230,363,0,0,0.0,0.0,0.0,16,Hiroku,10,0.9,0,false,true
363073,MrMasochism/Pixelmon,java,226,1347159473,1347166061,1347166061,109,109,1,1,0,1,32,203230,6,0,0,0.0,0.0,0.0,16,Rodel30,3,1.0,1,false,false
362781,MrMasochism/Pixelmon,java,224,1347135706,1347147141,1347147141,190,190,1,13,0,19,32,202667,804,0,249,0.0,0.0,0.0,16,Rodel30,2,1.0,1,false,false
361889,MrMasochism/Pixelmon,java,201,1347078541,1347122831,1347122831,738,738,1,2,0,2,32,202657,11,0,5,0.0,0.0,0.0,15,garrettjones331,19,0.9473684210526315,0,false,false
359775,MrMasochism/Pixelmon,java,190,1347003701,1347008746,1347008747,84,84,1,6,0,7,32,202340,671,0,19,0.0,0.0,0.0,15,GodOfWar526,31,0.9032258064516129,0,false,false
358980,MrMasochism/Pixelmon,java,189,1346967079,1346977668,1346977668,176,176,1,8,0,8,32,201747,2778,0,37,0.0,0.0,0.0,30,GodOfWar526,30,0.9,0,false,false
356919,MrMasochism/Pixelmon,java,181,1346905878,1346909681,1346909681,63,63,1,4,0,10,33,200057,1957,0,18,0.0,0.0,0.0,15,Hiroku,9,0.8888888888888888,0,false,true
356847,MrMasochism/Pixelmon,java,180,1346900626,1346902212,1346902212,26,26,1,4,0,5,33,199067,1215,0,11,0.0,0.0,0.0,15,GodOfWar526,29,0.896551724137931,0,false,false
356769,MrMasochism/Pixelmon,java,179,1346895050,1346897470,1346897470,40,40,1,1,0,1,33,199060,7,0,3,0.0,0.0,0.0,15,garrettjones331,18,0.9444444444444444,0,false,false
354653,MrMasochism/Pixelmon,java,164,1346828531,1346873019,1346873019,741,741,1,5,0,5,33,198326,285,0,14,0.0,0.0,0.0,15,GodOfWar526,28,0.8928571428571429,0,false,false
354007,MrMasochism/Pixelmon,java,161,1346797301,1346797453,1346797453,2,2,1,5,0,9,33,196516,3054,0,13,0.0,0.0,0.0,15,GodOfWar526,27,0.8888888888888888,0,false,false
352010,MrMasochism/Pixelmon,java,160,1346739025,1346784926,1346784926,765,765,1,11,0,23,33,196537,3190,0,0,0.0,0.0,0.0,15,Hiroku,8,1.0,0,false,true
351717,MrMasochism/Pixelmon,java,159,1346720450,1346741954,1346741954,358,358,1,20,0,10,32,196530,2619,0,20,0.0,0.0,0.0,15,GodOfWar526,26,0.9230769230769231,0,false,false
351421,MrMasochism/Pixelmon,java,158,1346703317,1346719183,1346719183,264,264,1,11,0,1,32,196479,114,0,20,0.0,0.0,0.0,15,garrettjones331,17,0.9411764705882353,0,false,false
350612,MrMasochism/Pixelmon,java,157,1346675402,1346688097,1346688097,211,211,1,2,0,1,32,196270,52,0,4,0.0,0.0,0.0,30,Rodel30,1,1.0,2,false,false
412627,MrMasochism/Pixelmon,java,156,1346628825,1346632307,1346632307,58,58,1,2,0,2,32,196223,3,0,25,0.0,0.0,0.0,15,Rodel30,0,0,1,false,false
332633,MrMasochism/Pixelmon,java,150,1346061611,1346061807,1346061807,3,3,1,2,0,4,32,196366,638,0,25,0.0,0.0,0.0,30,Hiroku,7,1.0,0,false,true
313556,MrMasochism/Pixelmon,java,149,1345953258,1345953279,1345953279,0,0,1,3,0,3,32,196204,87,0,7,0.0,0.0,0.0,15,garrettjones331,16,0.9375,0,false,false
267508,MrMasochism/Pixelmon,java,148,1345917324,1345917374,1345917374,0,0,1,6,0,1,32,196205,1319,0,4,0.0,0.0,0.0,15,GodOfWar526,25,0.92,0,false,false
410411,MrMasochism/Pixelmon,java,147,1345865597,,1345887305,361,,1,1,0,4,30,194615,4,0,0,0.0,0.0,0.0,15,xkyouchoux,13,1.0,0,true,false
266882,MrMasochism/Pixelmon,java,146,1345862818,1345887172,1345887172,405,405,1,5,0,3,30,194615,36,0,12,0.0,0.0,0.0,15,garrettjones331,15,0.9333333333333333,0,false,false
410409,MrMasochism/Pixelmon,java,145,1345857623,1345858043,1345858043,7,7,1,1,0,7,30,194539,338,0,57,0.0,0.0,0.0,15,xkyouchoux,12,1.0,0,true,false
410396,MrMasochism/Pixelmon,java,144,1345844346,1345845756,1345845756,23,23,1,1,0,99,30,194612,289,0,434,0.0,0.0,0.0,30,xkyouchoux,11,1.0,0,true,false
410394,MrMasochism/Pixelmon,java,143,1345842400,1345842850,1345842850,7,7,1,1,0,6,30,194611,42,0,47,0.0,0.0,0.0,30,xkyouchoux,10,1.0,0,true,false
265237,MrMasochism/Pixelmon,java,139,1345773550,1345794906,1345794906,355,355,1,1,0,1,31,194591,2,0,2,0.0,0.0,0.0,15,GodOfWar526,24,0.9166666666666666,0,false,false
410223,MrMasochism/Pixelmon,java,138,1345767114,1345768693,1345768693,26,26,1,1,0,1,31,194556,413,0,1,0.0,0.0,0.0,15,GodOfWar526,23,0.9130434782608695,0,true,false
264754,MrMasochism/Pixelmon,java,137,1345746087,1345763202,1345763202,285,285,1,2,0,2,31,194465,620,0,3,0.0,0.0,0.0,30,garrettjones331,14,0.9285714285714286,0,false,false
336830,MrMasochism/Pixelmon,java,131,1345694026,1345694808,1345694808,13,13,1,1,0,2,32,194481,18,0,4,0.0,0.0,0.0,15,garrettjones331,13,0.9230769230769231,0,false,false
336813,MrMasochism/Pixelmon,java,130,1345692075,1345692110,1345692110,0,0,1,1,0,2,32,194410,103,0,1,0.0,0.0,0.0,15,garrettjones331,12,0.9166666666666666,0,false,false
336810,MrMasochism/Pixelmon,java,129,1345690759,1345691959,1345691959,20,20,1,1,0,2,32,194358,89,0,1,0.0,0.0,0.0,15,garrettjones331,11,0.9090909090909091,0,false,false
409811,MrMasochism/Pixelmon,java,126,1345662185,1345662255,1345662255,1,1,1,1,0,1,33,194259,2,0,8,0.0,0.0,0.0,30,xkyouchoux,9,1.0,0,true,false
409806,MrMasochism/Pixelmon,java,125,1345657350,1345657755,1345657755,6,6,1,3,0,11,33,193568,1542,0,17,0.0,0.0,0.0,30,GodOfWar526,22,0.9090909090909091,0,true,false
336067,MrMasochism/Pixelmon,java,107,1345597512,1345603884,1345603884,106,106,1,1,0,1,34,193420,2,0,2,0.0,0.0,0.0,15,garrettjones331,10,0.9,0,false,false
409571,MrMasochism/Pixelmon,java,105,1345580855,1345581158,1345581158,5,5,1,1,0,7,34,193198,213,0,11,0.0,0.0,0.0,30,xkyouchoux,8,1.0,0,true,false
258163,MrMasochism/Pixelmon,java,104,1345579014,1345656848,1345656848,1297,1297,1,5,1,8,34,193132,1096,0,0,0.0,0.0,0.0,14,GodOfWar526,21,0.9523809523809523,0,false,false
409390,MrMasochism/Pixelmon,java,91,1345537181,1345545514,1345545514,138,138,1,1,0,1,33,193151,81,0,7,0.0,0.0,0.0,28,xkyouchoux,7,1.0,0,true,false
409347,MrMasochism/Pixelmon,java,90,1345527396,1345533842,1345533842,107,107,1,3,0,19,32,193040,287,0,127,0.0,0.0,0.0,14,xkyouchoux,6,1.0,0,true,false
409327,MrMasochism/Pixelmon,java,86,1345514635,1345514678,1345514678,0,0,1,1,0,7,32,193018,89,0,49,0.0,0.0,0.0,14,xkyouchoux,5,1.0,0,true,false
409008,MrMasochism/Pixelmon,java,78,1345424022,1345444645,1345444645,343,343,1,6,0,17,31,192898,507,0,57,0.0,0.0,0.0,14,xkyouchoux,4,1.0,0,true,false
253244,MrMasochism/Pixelmon,java,77,1345358552,1345361525,1345361525,49,49,1,1,0,21,32,192906,474,0,93,0.0,0.0,0.0,14,xkyouchoux,3,1.0,0,false,false
253120,MrMasochism/Pixelmon,java,76,1345343316,1345357869,1345357869,242,242,1,4,0,9,32,192021,936,0,10,0.0,0.0,0.0,14,GodOfWar526,20,0.95,0,false,false
408894,MrMasochism/Pixelmon,java,75,1345337084,1345337805,1345337805,12,12,1,1,0,14,33,191861,544,0,59,0.0,0.0,0.0,14,xkyouchoux,2,1.0,0,true,false
408795,MrMasochism/Pixelmon,java,74,1345253331,1345253673,1345253673,5,5,1,1,0,6,34,191572,69,0,25,0.0,0.0,0.0,14,xkyouchoux,1,1.0,0,true,false
408785,MrMasochism/Pixelmon,java,73,1345237979,1345239451,1345239451,24,24,1,1,0,8,34,190614,988,0,5,0.0,0.0,0.0,28,xkyouchoux,0,0,0,true,false
249768,MrMasochism/Pixelmon,java,72,1345174881,1345230137,1345230137,920,920,1,1,0,3,35,190558,18,0,3,0.0,0.0,0.0,14,GodOfWar526,19,0.9473684210526315,0,false,false
146461,MrMasochism/Pixelmon,java,70,1344714451,1344844859,1344844859,2173,2173,1,2,0,3,38,259284,33,0,1,0.0,0.0,0.0,26,GodOfWar526,18,0.9444444444444444,0,false,false
9190,MrMasochism/Pixelmon,java,67,1344312940,,1344319847,115,,1,5,0,3,37,259246,65,0,12,0.0,0.0,0.0,26,garrettjones331,9,1.0,0,false,false
235278,MrMasochism/Pixelmon,java,66,1344226444,1344234629,1344234629,136,136,1,1,0,1,37,257135,682,0,0,0.0,0.0,0.0,13,Hiroku,6,1.0,0,false,true
234045,MrMasochism/Pixelmon,java,64,1344145630,1344154103,1344154103,141,141,1,2,0,2,33,257127,9,0,2,0.0,0.0,0.0,26,garrettjones331,8,1.0,0,false,false
233974,MrMasochism/Pixelmon,java,63,1344139090,1344145549,1344145549,107,107,1,1,0,1,34,257154,28,0,2,0.0,0.0,0.0,26,Hiroku,5,1.0,0,false,true
406901,MrMasochism/Pixelmon,java,62,1344135766,1344136429,1344136429,11,11,1,2,0,2,35,255554,667,0,1,0.0,0.0,0.0,13,garrettjones331,7,1.0,0,true,false
233938,MrMasochism/Pixelmon,java,61,1344135395,1344136416,1344136416,17,17,1,1,0,17,35,255554,1090,0,30,0.0,0.0,0.0,26,Hiroku,4,1.0,0,false,true
406881,MrMasochism/Pixelmon,java,60,1344109761,1344130095,1344130095,338,338,1,7,0,5,35,255295,2278,0,7,0.0,0.0,0.0,26,garrettjones331,6,1.0,0,true,false
232649,MrMasochism/Pixelmon,java,58,1344052927,1344071815,1344071815,314,314,1,1,0,1,37,255289,2,0,3,0.0,0.0,0.0,24,Hiroku,3,1.0,0,false,true
230216,MrMasochism/Pixelmon,java,54,1343957880,1343957951,1343957951,1,1,1,3,0,7,42,254764,564,0,13,0.0,0.0,0.0,22,GodOfWar526,17,0.9411764705882353,0,false,false
226660,MrMasochism/Pixelmon,java,48,1343771988,1343842028,1343842028,1167,1167,1,4,0,4,40,254606,1479,0,4,0.0,0.0,0.0,22,garrettjones331,5,1.0,0,false,false
646560,MrMasochism/Pixelmon,java,47,1343714647,1343748198,1343748198,559,559,1,2,0,2,42,254403,33,0,4,0.0,0.0,0.0,11,garrettjones331,4,1.0,0,false,false
646564,MrMasochism/Pixelmon,java,46,1343706309,1343712761,1343712761,107,107,1,5,0,5,38,254372,444,0,5,0.0,0.0,0.0,11,garrettjones331,3,1.0,0,false,false
646554,MrMasochism/Pixelmon,java,41,1343536545,1343551780,1343551780,253,253,1,1,0,1,38,254289,1130,0,1,0.0,0.0,0.0,10,garrettjones331,2,1.0,0,false,false
646555,MrMasochism/Pixelmon,java,40,1343522598,1343522645,1343522645,0,0,1,8,0,5,36,254096,215,0,17,0.0,0.0,0.0,10,meeees,11,1.0,2,false,false
646548,MrMasochism/Pixelmon,java,39,1343442091,1343453485,1343453485,189,189,1,2,0,2,36,254101,1132,0,4,0.0,0.0,0.0,10,garrettjones331,1,1.0,0,false,false
646551,MrMasochism/Pixelmon,java,38,1343349423,1343352983,1343352984,59,59,1,1,0,5,36,253766,346,0,9,0.0,0.0,0.0,10,GodOfWar526,16,0.9375,0,false,false
646899,MrMasochism/Pixelmon,java,37,1343319148,1343346958,1343346958,463,463,1,4,0,2,35,253766,31,0,0,0.0,0.0,0.0,10,Grethen77,4,1.0,0,false,false
646544,MrMasochism/Pixelmon,java,36,1343258345,1343279746,1343279746,356,356,1,9,0,8,28,253145,342,0,20,0.0,0.0,0.0,9,garrettjones331,0,0,0,false,false
646532,MrMasochism/Pixelmon,java,35,1343254438,1343282041,1343282041,460,460,1,10,0,4,27,253395,1049,0,5,0.0,0.0,0.0,9,GodOfWar526,15,0.9333333333333333,0,false,false
646538,MrMasochism/Pixelmon,java,34,1343210083,1343210114,1343210115,0,0,1,2,0,1,16,253108,4,0,18,0.0,0.0,0.0,9,GodOfWar526,14,0.9285714285714286,0,false,false
406480,MrMasochism/Pixelmon,java,33,1343206128,,1343206252,2,,1,1,0,1,14,253108,151,0,0,0.0,0.0,0.0,18,GodOfWar526,13,1.0,0,true,false
406461,MrMasochism/Pixelmon,java,32,1343202863,1343202898,1343202898,0,0,1,1,0,2,14,253089,431,0,5,0.0,0.0,0.0,18,GodOfWar526,12,1.0,0,true,false
