pull_req_id,project_name,github_id,created_at,merged_at,closed_at,lifetime_minutes,mergetime_minutes,team_size,num_commits,num_comments,files_changed,perc_external_contribs,sloc,src_churn,test_churn,commits_on_files_touched,test_lines_per_kloc,test_cases_per_kloc,asserts_per_kloc,watchers,requester,prev_pullreqs,requester_succ_rate,followers,intra_branch,main_team_member
776004,SpoutDev/SpoutAPI,440,1353760258,1354048189,1354048189,4798,4798,11,1,0,1,32,35780,24,0,5,219.9832308552264,10.760201229737284,335.8021240916713,154,Snaipe,8,0.875,3,false,false
776005,SpoutDev/SpoutAPI,439,1353707811,1353719037,1353719037,187,187,11,1,0,4,32,35621,29,0,42,220.9651610005334,10.80823109963224,337.3010302911204,154,Karang,18,0.8333333333333334,3,false,true
776006,SpoutDev/SpoutAPI,438,1353700964,1353708680,1353708680,128,128,11,1,0,3,32,35624,60,8,14,220.94655288569504,10.807320907253537,337.27262519649673,154,Alkaelis,1,1.0,0,false,false
776008,SpoutDev/SpoutAPI,437,1353614754,1353615132,1353615132,6,6,11,1,0,2,32,35635,19,0,3,220.87834993685985,10.803984846358915,337.1685141013049,154,L5D,25,0.84,1,false,true
521795,SpoutDev/SpoutAPI,436,1353517243,1353522690,1353522690,90,90,12,1,0,1,32,35508,4,0,1,221.66835642672072,10.84262701363073,338.37445082798246,154,L5D,24,0.8333333333333334,1,false,true
521794,SpoutDev/SpoutAPI,435,1353516534,1353708485,1353708485,3199,3199,12,2,0,1,32,35508,57,0,6,221.66835642672072,10.84262701363073,338.37445082798246,154,Snaipe,7,0.8571428571428571,3,false,false
521796,SpoutDev/SpoutAPI,434,1353515134,1353515698,1353515698,9,9,12,0,0,0,32,35508,0,0,0,221.66835642672072,10.84262701363073,338.37445082798246,154,Snaipe,6,0.8333333333333334,3,false,false
507606,SpoutDev/SpoutAPI,433,1353437401,1353441574,1353441574,69,69,12,1,0,1,32,35468,16,0,3,221.9183489342506,10.854855080636066,338.75606180218784,154,Alkaelis,0,0,0,false,false
507102,SpoutDev/SpoutAPI,432,1353423987,1353433651,1353433651,161,161,12,1,0,1,32,35489,35,0,1,221.78703260165122,10.848431908478684,338.5556087801854,154,L5D,23,0.8260869565217391,1,false,true
507101,SpoutDev/SpoutAPI,431,1353423974,1353433663,1353433663,161,161,12,1,0,1,32,35489,12,0,2,221.78703260165122,10.848431908478684,338.5556087801854,154,L5D,22,0.8181818181818182,1,false,true
499180,SpoutDev/SpoutAPI,430,1353343640,1353349420,1353349421,96,96,12,1,0,1,32,35495,3,0,9,221.7495421890407,10.846598112410199,338.49838005352865,154,Snaipe,5,0.8,3,false,false
498883,SpoutDev/SpoutAPI,429,1353337893,1353422388,1353422388,1408,1408,12,1,0,3,32,35495,44,0,0,221.7495421890407,10.846598112410199,338.49838005352865,154,L5D,21,0.8571428571428571,1,false,true
498569,SpoutDev/SpoutAPI,428,1353333489,1353339527,1353339528,100,100,12,1,0,1,32,35495,2,0,8,221.7495421890407,10.846598112410199,338.49838005352865,154,Snaipe,4,0.75,3,false,false
498110,SpoutDev/SpoutAPI,427,1353330429,1353332777,1353332777,39,39,12,1,0,2,32,35483,23,0,9,221.82453569314885,10.850266324718879,338.612856861032,154,Snaipe,3,0.6666666666666666,3,false,false
497449,SpoutDev/SpoutAPI,426,1353313524,1353314909,1353314909,23,23,12,1,0,7,32,35403,355,0,27,222.32579159958198,10.874784622772081,339.3780188119651,154,L5D,20,0.85,1,false,true
497230,SpoutDev/SpoutAPI,425,1353307706,1353307765,1353307765,0,0,12,1,0,1,32,35404,2,0,3,222.31951191955713,10.874477460173992,339.3684329454299,154,L5D,19,0.8421052631578947,1,false,true
492622,SpoutDev/SpoutAPI,424,1353113628,1353173216,1353173216,993,993,12,1,0,1,32,35383,6,0,6,222.4514597405534,10.880931520786818,339.5698499279315,154,Snaipe,2,0.5,2,false,false
492623,SpoutDev/SpoutAPI,423,1353113031,,1353113103,1,,12,1,0,1,32,35269,4,0,0,223.17048966514503,10.91610195922765,340.6674416626499,154,Snaipe,1,1.0,2,false,false
492624,SpoutDev/SpoutAPI,422,1353100705,1353200077,1353200077,1656,1656,12,1,0,1,32,35267,49,0,1,223.1831457169592,10.916721013979075,340.6867609946976,154,Karang,17,0.8235294117647058,3,false,true
492139,SpoutDev/SpoutAPI,421,1353093024,1353246725,1353246725,2561,2561,12,1,0,2,32,35267,54,0,0,223.1831457169592,10.916721013979075,340.6867609946976,154,L5D,18,0.8888888888888888,1,false,true
476476,SpoutDev/SpoutAPI,420,1353028181,1353031032,1353031032,47,47,12,1,0,8,32,35236,89,78,38,222.9821773186514,10.92632534907481,342.34873424906345,154,kitskub,10,0.8,1,false,false
476478,SpoutDev/SpoutAPI,419,1353012181,1353015857,1353015857,61,61,12,1,0,3,32,35549,16,0,16,225.77287687417368,10.858251990210695,345.8043826830572,154,L5D,17,0.8823529411764706,1,false,true
476479,SpoutDev/SpoutAPI,418,1353010948,1353011956,1353011956,16,16,12,1,0,1,32,35556,14,0,2,225.72842839464508,10.856114298571269,345.7363032962088,154,L5D,16,0.875,1,false,true
476480,SpoutDev/SpoutAPI,417,1353006651,1353008698,1353008698,34,34,12,1,0,1,32,35549,9,0,8,225.77287687417368,10.858251990210695,345.8043826830572,154,W1ndwaker,55,0.8363636363636363,5,false,true
476481,SpoutDev/SpoutAPI,416,1352991694,1353010885,1353010885,319,319,12,1,0,1,31,35549,12,0,0,225.77287687417368,10.858251990210695,345.8043826830572,154,L5D,15,0.9333333333333333,1,false,true
469313,SpoutDev/SpoutAPI,415,1352972265,1352972314,1352972314,0,0,12,1,0,2,31,35514,84,0,9,225.99538210283268,10.868953088922678,346.14518218167484,154,L5D,14,0.9285714285714286,1,false,true
476474,SpoutDev/SpoutAPI,414,1352925888,1352927055,1352927055,19,19,12,1,0,7,31,35450,522,0,28,226.4033850493653,10.8885754583921,346.7700987306065,154,W1ndwaker,54,0.8333333333333334,5,false,true
476423,SpoutDev/SpoutAPI,413,1352907306,1352928791,1352928792,358,358,12,1,0,7,31,35450,282,0,22,226.4033850493653,10.8885754583921,346.7700987306065,154,L5D,13,0.9230769230769231,1,false,true
476426,SpoutDev/SpoutAPI,412,1352839042,1352839068,1352839068,0,0,12,1,0,1,31,35450,0,4,9,226.4033850493653,10.8885754583921,346.7700987306065,154,W1ndwaker,53,0.8301886792452831,5,false,true
476428,SpoutDev/SpoutAPI,411,1352838513,1352838610,1352838610,1,1,12,1,0,1,31,35449,1,0,9,226.40977178481765,10.888882620102118,346.77988095573926,154,W1ndwaker,52,0.8269230769230769,5,false,true
476430,SpoutDev/SpoutAPI,410,1352837450,1352837587,1352837587,2,2,12,1,0,4,30,35449,80,0,11,226.40977178481765,10.888882620102118,346.77988095573926,154,Karang,16,0.8125,3,false,true
476431,SpoutDev/SpoutAPI,409,1352834588,1352834662,1352834662,1,1,12,1,0,2,30,35421,2,8,16,221.11176985404137,10.897490189435645,346.99754382993143,154,W1ndwaker,51,0.8235294117647058,5,false,true
473894,SpoutDev/SpoutAPI,408,1352791614,1352791981,1352791981,6,6,12,1,0,5,31,35341,163,0,20,221.6122916725616,10.92215839959254,347.7830282108599,154,L5D,12,0.9166666666666666,1,false,true
470099,SpoutDev/SpoutAPI,407,1352732217,1352745952,1352745952,228,228,12,1,0,3,31,35294,102,0,10,221.9074063580212,10.936703122343742,348.24616082053603,154,L5D,11,0.9090909090909091,1,false,true
468380,SpoutDev/SpoutAPI,406,1352678844,1352693005,1352693005,236,236,12,1,0,1,31,35299,9,0,2,221.87597382362105,10.935153970367432,348.19683277146663,154,DDoSQc,19,0.6842105263157895,3,false,false
467199,SpoutDev/SpoutAPI,405,1352633320,1352654113,1352654113,346,346,12,1,0,1,30,35235,2,0,6,218.81651766709237,10.926635447708245,343.94777919682133,154,Snaipe,0,0,2,false,false
466539,SpoutDev/SpoutAPI,404,1352591335,1352595234,1352595234,64,64,12,1,0,2,30,35219,28,10,3,218.91592606263666,10.9315994207672,344.104034753968,154,kitskub,9,0.7777777777777778,1,false,false
466522,SpoutDev/SpoutAPI,403,1352590174,,1352670099,1332,,12,1,0,2,30,35219,167,0,0,218.91592606263666,10.9315994207672,344.104034753968,154,L5D,10,1.0,1,false,true
466374,SpoutDev/SpoutAPI,402,1352583223,1352583469,1352583469,4,4,12,1,0,10,30,34679,1250,337,13,215.5194786470198,10.78462470082759,338.41806280457917,154,kitskub,8,0.75,1,false,false
465935,SpoutDev/SpoutAPI,401,1352567661,1352569897,1352569897,37,37,12,1,0,1,30,34686,2,0,1,215.4759845470795,10.782448250014415,338.34976647638814,154,L5D,9,1.0,1,false,true
465895,SpoutDev/SpoutAPI,400,1352566332,1352569862,1352569862,58,58,12,1,0,1,30,34686,1,0,4,215.4759845470795,10.782448250014415,338.34976647638814,154,DDoSQc,18,0.6666666666666666,3,false,false
476433,SpoutDev/SpoutAPI,399,1352305763,1352325738,1352325738,332,332,12,1,0,1,28,34574,8,0,6,216.17400358651008,10.817377219876207,339.4458263434951,154,L5D,8,1.0,1,false,true
476434,SpoutDev/SpoutAPI,398,1352290689,1352335092,1352335092,740,740,12,1,0,2,28,34585,253,0,6,216.10524793985834,10.81393667775047,339.33786323550675,154,Karang,15,0.8,3,false,true
476436,SpoutDev/SpoutAPI,397,1352234772,1352249448,1352249448,244,244,12,1,0,3,28,34569,138,0,11,216.20527061818393,10.818941826491942,339.49492319708406,154,DDoSQc,17,0.6470588235294118,3,false,false
476437,SpoutDev/SpoutAPI,396,1352227875,1352227899,1352227899,0,0,12,1,0,1,28,34496,3,0,4,216.66280148423007,10.841836734693878,340.21335807050093,154,L5D,7,1.0,1,false,true
476439,SpoutDev/SpoutAPI,395,1352225391,1352227911,1352227911,42,42,12,1,3,1,28,34496,126,0,0,216.66280148423007,10.841836734693878,340.21335807050093,154,Karang,14,0.7857142857142857,3,false,true
476440,SpoutDev/SpoutAPI,394,1352159931,,1352221184,1020,,12,1,0,1,28,34271,126,0,0,215.78010562866564,10.825479268185928,339.29561436783285,154,Karang,13,0.8461538461538461,3,false,true
476441,SpoutDev/SpoutAPI,393,1352120936,1352146625,1352146625,428,428,12,1,0,2,28,34202,114,0,2,216.21542599847962,10.847318870241505,339.9801181217473,154,Karang,12,0.8333333333333334,3,false,true
476442,SpoutDev/SpoutAPI,392,1352050934,,1352063779,214,,13,1,0,1,27,34123,2,0,0,216.71599800720924,10.87243208393166,340.7672244527152,154,Karang,11,0.9090909090909091,3,false,true
476443,SpoutDev/SpoutAPI,391,1352047651,1352049051,1352049051,23,23,13,1,1,2,27,34083,80,0,17,216.97033711821143,10.885192031217908,341.1671507789807,154,Karang,10,0.9,3,false,true
476445,SpoutDev/SpoutAPI,390,1351815396,1352168212,1352168212,5880,5880,13,1,0,10,27,33900,661,123,2,217.52212389380531,10.914454277286136,341.5339233038348,154,DDoSQc,16,0.625,3,false,false
476446,SpoutDev/SpoutAPI,389,1351799958,1351809596,1351809596,160,160,13,1,0,1,27,33864,31,0,0,217.75336640680368,10.926057169855895,341.8969997637609,154,Karang,9,0.8888888888888888,3,false,true
476447,SpoutDev/SpoutAPI,388,1351713299,1351713903,1351713903,10,10,13,1,0,1,27,33838,13,0,4,217.92068089130564,10.934452390803239,342.1597021100538,154,L5D,6,1.0,1,false,true
476449,SpoutDev/SpoutAPI,387,1351630847,1351636515,1351636515,94,94,13,1,0,1,27,33807,3,0,3,218.1205075871861,10.944478954062768,342.47345224361817,154,L5D,5,1.0,1,false,true
476450,SpoutDev/SpoutAPI,386,1351620028,1351620556,1351620556,8,8,13,2,0,5,27,33748,157,10,7,218.64999407372287,10.963612658527913,343.0721820552329,154,Karang,8,0.875,3,false,true
476451,SpoutDev/SpoutAPI,385,1351605347,1351618849,1351618849,225,225,13,1,0,6,27,33759,149,0,24,218.57874937053822,10.960040285553482,342.9603957463195,154,Karang,7,0.8571428571428571,3,false,true
476452,SpoutDev/SpoutAPI,384,1351580521,1351581914,1351581914,23,23,13,1,0,1,26,33753,8,0,10,218.61760436109384,10.961988563979498,343.0213610642017,154,Waterpicker,1,0.0,0,false,false
476453,SpoutDev/SpoutAPI,383,1351504280,1351542543,1351542543,637,637,13,1,0,2,26,33805,24,0,6,218.28131933145983,10.945126460582754,342.4937139476409,154,L5D,4,1.0,1,false,true
476454,SpoutDev/SpoutAPI,382,1351426256,1351457526,1351457526,521,521,13,1,0,4,26,33809,60,12,14,224.88094885977105,10.943831524150374,342.453192936792,154,L5D,3,1.0,1,false,true
476455,SpoutDev/SpoutAPI,381,1351370047,1351377768,1351377768,128,128,13,1,0,3,26,33768,162,0,2,225.15399194503672,10.95711916607439,342.8689883913765,154,L5D,2,1.0,1,false,true
476457,SpoutDev/SpoutAPI,380,1351265270,1351278106,1351278106,213,213,13,1,0,3,26,33691,110,0,5,225.6685761776142,10.982161408091182,343.6526075212965,154,Karang,6,0.8333333333333334,3,false,true
476459,SpoutDev/SpoutAPI,379,1351113645,1351115597,1351115597,32,32,13,1,0,7,26,34222,1454,116,7,220.85208345508735,10.753316579977792,335.1645140552861,154,W1ndwaker,50,0.82,5,false,true
476460,SpoutDev/SpoutAPI,378,1351096538,1351096807,1351096807,4,4,13,1,0,1,26,34221,1,0,5,220.85853715554776,10.753630811490021,335.1743081733439,154,Karang,5,0.8,3,false,true
476461,SpoutDev/SpoutAPI,377,1351089117,1351095283,1351095283,102,102,13,1,0,1,26,34216,5,0,4,220.89081131634322,10.755202244563947,335.2232873509469,154,DziNeIT,7,0.5714285714285714,4,false,false
476462,SpoutDev/SpoutAPI,376,1351020914,1351022252,1351022252,22,22,13,1,0,3,26,34228,105,0,4,220.8133691714386,10.751431576487086,335.10576136496434,154,L5D,1,1.0,1,false,true
476464,SpoutDev/SpoutAPI,375,1351014888,,1351015038,2,,13,1,0,1,26,34228,4,0,0,220.8133691714386,10.751431576487086,335.10576136496434,154,Karang,4,1.0,3,false,true
476465,SpoutDev/SpoutAPI,374,1351012391,1351014091,1351014091,28,28,13,1,0,3,26,34214,46,0,32,220.90372362190917,10.755830946396213,335.2428830303384,154,Karang,3,1.0,3,false,true
476466,SpoutDev/SpoutAPI,373,1350755791,1350756099,1350756099,5,5,13,1,0,4,26,34171,93,0,9,221.18170378391034,10.76936583652805,335.66474495917595,154,Karang,2,1.0,3,false,true
476467,SpoutDev/SpoutAPI,372,1350713430,,1350942772,3822,,13,4,0,1,26,34150,25,0,0,221.3177159590044,10.775988286969254,335.87115666178624,154,Waterpicker,0,0,0,false,false
476469,SpoutDev/SpoutAPI,371,1350681322,1350747333,1350747333,1100,1100,13,1,0,1,25,34149,2,0,6,221.32419690181266,10.776303844914933,335.8809921227562,154,Karang,1,1.0,3,false,true
476471,SpoutDev/SpoutAPI,370,1350572490,1350674388,1350674388,1698,1698,13,1,0,1,25,33781,10,0,1,223.73523578342855,10.893697640685593,339.53997809419496,154,Karang,0,0,3,false,true
476473,SpoutDev/SpoutAPI,369,1350232360,,1350350889,1975,,13,1,0,4,26,33741,40,0,0,227.40879049227942,10.936249666577753,345.0401588571767,462,kitskub,7,0.8571428571428571,3,false,false
452978,SpoutDev/SpoutAPI,368,1349194956,1349708576,1349708576,8560,8560,14,1,0,0,28,32702,49,0,3,222.8609870955905,10.977921839642836,336.7072350314965,308,L5D,0,0,2,false,true
446895,SpoutDev/SpoutAPI,367,1348940356,1348940444,1348940445,1,1,14,1,0,1,28,32568,22,0,9,220.46180299680668,10.961680176860721,333.1183984279047,154,W1ndwaker,49,0.8163265306122449,5,false,true
440291,SpoutDev/SpoutAPI,366,1348694979,1351813999,1351814000,51923,51923,14,1,5,8,28,32377,492,119,0,220.58868950180684,10.902801371343855,334.74379961083486,308,DDoSQc,15,0.6,6,false,false
435041,SpoutDev/SpoutAPI,365,1348531297,1348697337,1348697338,2767,2767,14,2,0,7,28,32374,716,72,22,220.60913078396243,10.903811700747513,334.7748192994378,153,W1ndwaker,48,0.8125,5,false,true
476421,SpoutDev/SpoutAPI,364,1347916338,1347916596,1347916596,4,4,14,1,0,2,29,33584,7,34,10,212.18437351119582,10.451405431157694,319.7653644592663,153,W1ndwaker,47,0.8085106382978723,5,false,true
476422,SpoutDev/SpoutAPI,363,1347912484,1347913460,1347913460,16,16,14,1,0,1,29,33584,4,0,32,212.18437351119582,10.451405431157694,319.7653644592663,153,W1ndwaker,46,0.8043478260869565,5,false,true
403368,SpoutDev/SpoutAPI,362,1347901881,1347943212,1347943212,688,688,14,1,2,31,29,33584,275,0,76,212.18437351119582,10.451405431157694,319.7653644592663,153,DziNeIT,6,0.5,4,false,false
418629,SpoutDev/SpoutAPI,361,1347841403,1347841526,1347841526,2,2,15,1,0,1,28,33584,0,53,5,211.8866126727013,10.451405431157694,319.37827536922345,153,W1ndwaker,45,0.8,5,false,true
418553,SpoutDev/SpoutAPI,360,1347835952,1347837645,1347837645,28,28,15,1,0,7,28,33871,2104,219,64,206.72551740426914,9.890466770984027,313.1882731540256,153,W1ndwaker,44,0.7954545454545454,5,false,true
401865,SpoutDev/SpoutAPI,359,1347819907,1352036664,1352036664,70219,70219,15,4,56,7,28,33871,441,0,0,206.72551740426914,9.890466770984027,313.1882731540256,153,dredhorse,4,0.0,2,false,false
417286,SpoutDev/SpoutAPI,358,1347759263,1347802132,1347802132,714,714,15,1,0,2,28,33811,184,0,0,207.0923663896365,9.908018100618142,313.74404779509626,153,W1ndwaker,43,0.7906976744186046,5,false,true
409978,SpoutDev/SpoutAPI,357,1347646185,1347744293,1347744293,1635,1635,15,3,0,11,28,33670,202,0,0,206.65280665280667,9.91980991980992,313.8699138699139,306,DDoSQc,14,0.6428571428571429,6,false,false
404575,SpoutDev/SpoutAPI,356,1347571479,,1347571578,1,,15,1,0,1,28,33673,8,0,0,206.6343955097556,9.918926142606836,313.8419505241588,306,greatman,2,0.0,8,false,false
350383,SpoutDev/SpoutAPI,355,1346667757,1347427538,1347427539,12663,12663,16,1,0,2,29,33840,4,0,2,206.05791962174942,9.929078014184398,313.62293144208036,306,DziNeIT,5,0.4,8,false,false
412669,SpoutDev/SpoutAPI,354,1346645658,1346645732,1346645732,1,1,16,1,0,1,29,33840,8,0,3,206.05791962174942,9.929078014184398,313.62293144208036,153,W1ndwaker,42,0.7857142857142857,5,true,true
412649,SpoutDev/SpoutAPI,353,1346637340,1346637376,1346637376,0,0,16,1,0,1,29,35296,9,0,10,197.01949229374432,9.519492293744333,300.14732547597464,153,W1ndwaker,41,0.7804878048780488,5,true,true
412261,SpoutDev/SpoutAPI,352,1346507451,1346533292,1346533292,430,430,16,65,0,301,29,35328,70944,0,1562,196.27490942028984,9.454257246376812,298.4035326086957,153,Sleaker,21,0.7142857142857143,9,false,false
412074,SpoutDev/SpoutAPI,351,1346436416,1346503684,1346503684,1121,1121,16,1,0,10,29,35421,358,64,44,194.57384037717736,9.429434516247424,296.1520002258547,306,W1ndwaker,40,0.775,10,true,true
412064,SpoutDev/SpoutAPI,350,1346434593,1346435325,1346435325,12,12,16,1,0,19,29,35445,416,0,49,194.44209338411625,9.423049795457752,295.9514741148258,306,DDoSQc,13,0.6153846153846154,6,false,false
411855,SpoutDev/SpoutAPI,349,1346395835,1346425018,1346425018,486,486,16,1,0,1,29,35445,2,0,4,194.44209338411625,9.423049795457752,295.9514741148258,153,DziNeIT,4,0.25,4,true,false
411140,SpoutDev/SpoutAPI,348,1346195350,1346198706,1346198706,55,55,16,1,0,5,23,35324,8,10,12,194.88166685539576,9.455327822443664,296.6821424527233,153,W1ndwaker,39,0.7692307692307693,5,true,true
411103,SpoutDev/SpoutAPI,347,1346184973,1346372237,1346372237,3121,3121,16,1,0,10,22,35325,723,0,37,195.10261854210898,9.4550601556971,296.9568294409059,306,W1ndwaker,38,0.7631578947368421,10,true,true
300875,SpoutDev/SpoutAPI,346,1346176624,1346183820,1346183820,119,119,16,3,4,4,22,35308,183,0,37,194.9699784751331,9.459612552396058,296.8165854763793,306,W1ndwaker,37,0.7567567567567568,10,false,true
410862,SpoutDev/SpoutAPI,345,1346109229,,1346171637,1040,,16,1,0,4,19,35216,863,0,0,195.47932757837347,9.484325306678784,297.5920036347115,153,W1ndwaker,36,0.7777777777777778,5,true,true
410831,SpoutDev/SpoutAPI,344,1346104213,,1346107636,57,,16,1,0,6,20,35216,1109,0,0,195.47932757837347,9.484325306678784,297.5920036347115,306,W1ndwaker,35,0.8,10,true,true
333964,SpoutDev/SpoutAPI,343,1346091345,,1346092345,16,,16,1,0,1,20,35186,103,0,0,195.64599556641846,9.492411754675155,297.8457340987893,306,Sleaker,20,0.75,18,false,false
410790,SpoutDev/SpoutAPI,342,1346090724,1346092335,1346092335,26,26,16,1,0,4,20,35186,403,0,12,195.64599556641846,9.492411754675155,297.8457340987893,306,W1ndwaker,34,0.7941176470588235,10,true,true
410769,SpoutDev/SpoutAPI,341,1346080231,1346084794,1346084794,76,76,16,1,0,10,19,35215,536,0,25,195.4848786028681,9.484594632968905,297.60045435183866,306,W1ndwaker,33,0.7878787878787878,10,true,true
325781,SpoutDev/SpoutAPI,340,1345992151,1346089295,1346089295,1619,1619,17,1,0,2,19,35189,44,0,27,195.6293159794254,9.491602489414307,297.8203415840177,306,bergerkiller,94,0.8936170212765957,22,false,false
259846,SpoutDev/SpoutAPI,339,1345846900,1345901813,1345901814,915,915,18,2,2,9,19,35012,735,4,39,196.16131612018737,9.511024791500056,298.01211013366844,153,bergerkiller,93,0.8924731182795699,11,false,false
335854,SpoutDev/SpoutAPI,338,1345566102,1345566925,1345566925,13,13,18,1,0,3,19,34927,217,82,1,195.32167091361984,9.448277836630686,296.4755060554872,306,bergerkiller,92,0.8913043478260869,22,false,false
335501,SpoutDev/SpoutAPI,337,1345520466,,1345607185,1445,,18,3,0,1,18,34927,111,0,0,195.32167091361984,9.448277836630686,296.4755060554872,153,Furt,1,0.0,2,false,false
255873,SpoutDev/SpoutAPI,336,1345488328,1345979335,1345979335,8183,8183,18,2,0,7,18,34927,82,57,6,195.32167091361984,9.448277836630686,296.4755060554872,306,W1ndwaker,32,0.78125,10,false,true
255039,SpoutDev/SpoutAPI,335,1345463637,1345468084,1345468086,74,74,18,1,0,2,18,34869,82,0,14,195.6465628495225,9.463993805385872,296.9686541053658,306,bergerkiller,91,0.8901098901098901,22,false,false
254138,SpoutDev/SpoutAPI,334,1345421824,1345989201,1345989202,9456,9456,18,2,0,1,18,34869,51,0,3,195.6465628495225,9.463993805385872,296.9686541053658,153,kitskub,6,0.8333333333333334,0,false,false
253867,SpoutDev/SpoutAPI,333,1345403068,1345432757,1345432757,494,494,18,1,0,1,18,34872,20,0,0,195.62973158981418,9.463179628355126,296.94310621702226,306,Furt,0,0,4,false,false
249550,SpoutDev/SpoutAPI,332,1345161373,1345168549,1345168549,119,119,18,1,0,2,18,34637,6,0,3,196.95701128850652,9.527384011317377,298.9577619308831,153,simplyianm,21,0.7619047619047619,18,false,false
248844,SpoutDev/SpoutAPI,331,1345137952,1345138229,1345138229,4,4,18,1,0,3,18,34499,306,0,19,197.74486216991795,9.5654946520189,300.1536276413809,306,DDoSQc,12,0.5833333333333334,6,false,false
241130,SpoutDev/SpoutAPI,330,1344875622,1344875877,1344875877,4,4,18,1,0,0,18,35135,1964,0,132,193.9945922868934,9.363882168777572,294.549594421517,302,simplyianm,20,0.75,34,false,false
239427,SpoutDev/SpoutAPI,329,1344808397,1344876606,1344876606,1136,1136,18,1,0,10,18,34180,532,0,45,199.41486249268578,9.6255119953189,302.77940315974257,151,bergerkiller,90,0.8888888888888888,11,false,false
239025,SpoutDev/SpoutAPI,328,1344784770,1345040186,1345040186,4256,4256,18,2,0,1,18,35135,143,0,0,193.9945922868934,9.363882168777572,294.549594421517,302,DDoSQc,11,0.6363636363636364,6,false,false
237400,SpoutDev/SpoutAPI,327,1344621437,1344621525,1344621525,1,1,18,1,0,17,19,35005,39,0,82,195.8863019568633,9.427224682188259,297.8717326096272,302,Sleaker,19,0.7368421052631579,16,false,false
237394,SpoutDev/SpoutAPI,326,1344621223,,1344621277,0,,18,1,0,17,19,35005,41,0,0,195.8863019568633,9.427224682188259,297.8717326096272,302,Sleaker,18,0.7777777777777778,16,false,false
16177,SpoutDev/SpoutAPI,325,1344516346,,1346099431,26384,,18,1,4,1,20,34916,11,0,0,194.3235193034712,9.33669377935617,295.50922213311947,302,5starstunner,0,0,4,false,false
9386,SpoutDev/SpoutAPI,324,1344319405,1344343341,1344343342,398,398,18,1,0,1,20,34295,4,0,3,197.69645720950575,9.505758856976236,300.6560723137484,151,simplyianm,19,0.7368421052631579,17,false,false
8112,SpoutDev/SpoutAPI,323,1344276192,,1346228239,32534,,18,5,5,4,20,34281,133,0,0,197.7771943642251,9.509640908958314,300.0204194743444,302,dredhorse,3,0.0,2,false,false
7644,SpoutDev/SpoutAPI,322,1344247165,1344266542,1344266543,322,322,18,1,0,4,20,34267,46,0,33,197.85799749029678,9.51352613301427,300.1429947179502,300,bergerkiller,89,0.8876404494382022,20,false,false
8853,SpoutDev/SpoutAPI,321,1344239697,1344295333,1344295334,927,927,18,1,0,4,20,34267,76,0,13,197.85799749029678,9.51352613301427,300.1429947179502,300,simplyianm,18,0.7222222222222222,34,false,false
235323,SpoutDev/SpoutAPI,320,1344229183,1344229347,1344229347,2,2,18,1,0,1,20,34263,39,0,0,197.8810962262499,9.514636780200215,300.17803461459886,300,simplyianm,17,0.7058823529411765,34,false,false
234901,SpoutDev/SpoutAPI,319,1344197478,1344200092,1344200092,43,43,18,1,0,3,20,34209,318,0,0,198.19345786196615,9.529655938495718,300.6518752375106,300,simplyianm,16,0.6875,34,false,false
66519,SpoutDev/SpoutAPI,318,1344101938,1344196564,1344196564,1577,1577,18,1,4,3,20,34045,144,99,17,196.6514906741078,9.458070201204288,298.4872962255838,300,bergerkiller,88,0.8863636363636364,20,false,false
230287,SpoutDev/SpoutAPI,317,1343962423,1343965257,1343965257,47,47,18,1,0,2,20,33920,5,56,6,190.83136792452828,9.433962264150942,290.5070754716981,149,simplyianm,15,0.6666666666666666,17,false,false
476201,SpoutDev/SpoutAPI,316,1343951315,1343951333,1343951333,0,0,18,1,0,1,20,33919,2,0,5,190.83699401515375,9.434240396238096,290.5156402016569,149,simplyianm,14,0.6428571428571429,17,false,false
476202,SpoutDev/SpoutAPI,315,1343739738,1343740658,1343740658,15,15,18,1,0,1,21,33196,19,0,33,191.64959633690808,9.609591517050246,291.93276298349195,149,bergerkiller,87,0.8850574712643678,10,false,false
476203,SpoutDev/SpoutAPI,314,1343621039,1343628303,1343628303,121,121,18,1,0,7,21,33043,220,100,17,190.2974911478982,9.53303271494719,289.68314015071275,149,simplyianm,13,0.6153846153846154,17,false,false
476204,SpoutDev/SpoutAPI,313,1343594984,1343595052,1343595052,1,1,18,1,0,1,21,32836,10,0,3,191.49713728834206,9.593129492020953,291.50931904007797,149,bergerkiller,86,0.8837209302325582,10,false,false
476205,SpoutDev/SpoutAPI,312,1343523337,1343523419,1343523419,1,1,18,1,0,1,21,33014,24,0,1,195.15962924819775,9.571696855879324,296.4802810928697,149,simplyianm,12,0.5833333333333334,17,false,false
476206,SpoutDev/SpoutAPI,311,1343492646,1343547050,1343547050,906,906,18,1,0,1,21,32291,13,0,5,199.31250193552384,9.78600848533647,302.8398005636245,298,bergerkiller,85,0.8823529411764706,20,false,false
476207,SpoutDev/SpoutAPI,310,1343393097,,1343469576,1274,,18,1,0,3,21,32277,96,0,0,197.1062986027202,9.759271307742356,300.18279270068473,298,bergerkiller,84,0.8928571428571429,20,false,false
476208,SpoutDev/SpoutAPI,309,1343370622,,1343613284,4044,,18,1,0,1,21,32164,19,0,0,195.06280313393856,9.762467354806617,296.6359905484393,149,simplyianm,11,0.6363636363636364,16,false,false
